date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:36:46	55596/55596	---M-Z	200	added ('OK')	text/css	etag:%22d92c-5fd48bbb18800-gzip%22	https://visitmexico.com/wp-content/uploads/essential-addons-elementor/eael-2418.css?ver=1706781392	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/essential-addons-elementor/eael-24180841.css	(from https://visitmexico.com/)
16:36:46	19279/19279	---M-Z	200	added ('OK')	text/css	etag:%224b4f-5e96130eaefe0-gzip%22	https://visitmexico.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min91ce.css	(from https://visitmexico.com/)
16:36:46	699/699	---M--	200	added ('OK')	image/svg+xml	etag:%222bb-5e9c6e5b4e7e0%22	https://visitmexico.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/admin/images/templately/logo-icon.svg	(from https://visitmexico.com/)
16:36:46	1177/1177	---M-Z	200	added ('OK')	text/css	etag:%22499-6088df6a4c3a0-gzip%22	https://visitmexico.com/wp-content/uploads/elementor/css/post-5.css?ver=1698255681	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/elementor/css/post-53e5d.css	(from https://visitmexico.com/)
16:36:47	11530/11530	---M-Z	200	added ('OK')	text/css	etag:%222d0a-5e963213edfa0-gzip%22	https://visitmexico.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.7.7	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.minac9e.css	(from https://visitmexico.com/)
16:36:47	109261/109261	---M-Z	200	added ('OK')	text/css	etag:%221aacd-6088df6b85b40-gzip%22	https://visitmexico.com/wp-content/uploads/elementor/css/global.css?ver=1698255682	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/elementor/css/global3c1f.css	(from https://visitmexico.com/)
16:36:47	39387/39387	---M-Z	200	added ('OK')	text/css	etag:%2299db-610540a79be80-gzip%22	https://visitmexico.com/wp-content/uploads/elementor/css/post-2418.css?ver=1706802999	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/elementor/css/post-241858be.css	(from https://visitmexico.com/)
16:36:47	4011/4011	---M-Z	200	added ('OK')	text/css	etag:%22fab-5e89ac62d04c0-gzip%22	https://visitmexico.com/wp-content/plugins/wpzoom-elementor-addons/includes/widgets/image-box/backend.css?ver=1.1.18	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/wpzoom-elementor-addons/includes/widgets/image-box/backendc1ca.css	(from https://visitmexico.com/)
16:36:48	4011/4011	---M-Z	200	added ('OK')	text/css	etag:%22fab-5e89ac62d04c0-gzip%22	https://visitmexico.com/wp-content/plugins/wpzoom-elementor-addons/includes/widgets/featured-category/backend.css?ver=1.1.18	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/wpzoom-elementor-addons/includes/widgets/featured-category/backendc1ca.css	(from https://visitmexico.com/)
16:36:48	7976/7976	---M-Z	200	added ('OK')	text/css	etag:%221f28-6088df6a90960-gzip%22	https://visitmexico.com/wp-content/uploads/elementor/css/post-3688.css?ver=1698255681	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/elementor/css/post-36883e5d.css	(from https://visitmexico.com/)
16:36:48	3172/3172	---M-Z	200	added ('OK')	text/css	etag:%22c64-6088df6a9e420-gzip%22	https://visitmexico.com/wp-content/uploads/elementor/css/post-3832.css?ver=1698255682	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/elementor/css/post-38323c1f.css	(from https://visitmexico.com/)
16:36:48	24623/24623	---M-Z	200	added ('OK')	text/css	etag:%22602f-5e9968684e5c0-gzip%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/wpzoom-socicon.css?ver=1664207594	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/wpzoom-socicond6e3.css	(from https://visitmexico.com/)
16:36:49	9682/9682	---M-Z	200	added ('OK')	text/css	etag:%2225d2-5e9968684c680-gzip%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/genericons.css?ver=1664207594	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/genericonsd6e3.css	(from https://visitmexico.com/)
16:36:49	6784/6784	---M-Z	200	added ('OK')	text/css	etag:%221a80-5e9968684a740-gzip%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/academicons.min.css?ver=1664207594	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/academicons.mind6e3.css	(from https://visitmexico.com/)
16:36:49	31015/31015	---M-Z	200	added ('OK')	text/css	etag:%227927-5e9968684b6e0-gzip%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/font-awesome-3.min.css?ver=1664207594	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/font-awesome-3.mind6e3.css	(from https://visitmexico.com/)
16:36:49	59016/59016	---M-Z	200	added ('OK')	text/css	etag:%22e688-5e8be7da605c0-gzip%22	https://visitmexico.com/wp-includes/css/dashicons.min.css?ver=0364c89f621c4d7e87c75d04a1b5e1f4	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-includes/css/dashicons.min97cd.css	(from https://visitmexico.com/)
16:36:49	3682/3682	---M-Z	200	added ('OK')	text/css	etag:%22e62-5e9968684d620-gzip%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/wpzoom-social-icons-styles.css?ver=1664207594	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/css/wpzoom-social-icons-stylesd6e3.css	(from https://visitmexico.com/)
16:36:50	47500/47500	---M--	200	added ('OK')	font/ttf	etag:%22b98c-5e99686854380%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons.ttf?v=1.8.6	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons7538.ttf	(from https://visitmexico.com/)
16:36:50	47576/47576	---M--	200	added ('OK')	font/woff	etag:%22b9d8-5e99686855320%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons.woff?v=1.8.6	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/academicons7538.woff	(from https://visitmexico.com/)
16:36:51	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5e9968686e960%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont3e6e.ttf	(from https://visitmexico.com/)
16:36:51	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5e9968686f900%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont.woff?v=4.7.0	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont3e6e.woff	(from https://visitmexico.com/)
16:36:52	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5e9968686f900%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/fontawesome-webfont3e6e.woff2	(from https://visitmexico.com/)
16:36:52	22188/22188	---M--	200	added ('OK')	font/ttf	etag:%2256ac-5e996868514a0%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/Genericons.ttf	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/Genericons.ttf	(from https://visitmexico.com/)
16:36:52	13988/13988	---M--	200	added ('OK')	font/woff	etag:%2236a4-5e99686852440%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/Genericons.woff	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/Genericons.woff	(from https://visitmexico.com/)
16:36:52	74668/74668	---M--	200	added ('OK')	font/ttf	etag:%22123ac-5e99686873780%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.ttf?v=4.2.7	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicona38c.ttf	(from https://visitmexico.com/)
16:36:52	74744/74744	---M--	200	added ('OK')	font/woff	etag:%22123f8-5e99686874720%22	https://visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicon.woff?v=4.2.7	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/social-icons-widget-by-wpzoom/assets/font/socicona38c.woff	(from https://visitmexico.com/)
16:36:53	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-5e96130ec0920-gzip%22	https://visitmexico.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://visitmexico.com/)
16:36:53	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-5e96130ec18c0-gzip%22	https://visitmexico.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://visitmexico.com/)
16:36:53	89501/89501	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js?ver=3.6.0	C:/Users/Usuario/Desktop/proyecto2/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.minaf6c.js	(from https://visitmexico.com/)
16:36:53	255084/255084	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-3e46c%22	https://code.jquery.com/ui/1.13.2/jquery-ui.min.js?ver=1.13.2	C:/Users/Usuario/Desktop/proyecto2/code.jquery.com/ui/1.13.2/jquery-ui.min3f14.js	(from https://visitmexico.com/)
16:36:54	6475/6475	---M-Z	200	added ('OK')	application/javascript	etag:%22194b-5e8be7da5f620-gzip%22	https://visitmexico.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://visitmexico.com/)
16:36:54	19142/19142	---M-Z	200	added ('OK')	application/javascript	etag:%224ac6-5e8be7da5f620-gzip%22	https://visitmexico.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://visitmexico.com/)
16:36:54	4910/4910	---M-Z	200	added ('OK')	application/javascript	etag:%22132e-5e8be7da5e680-gzip%22	https://visitmexico.com/wp-includes/js/dist/hooks.min.js?ver=c6d64f2cb8f5c6bb49caca37f8828ce3	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-includes/js/dist/hooks.mincbb5.js	(from https://visitmexico.com/)
16:36:54	10222/10222	---M-Z	200	added ('OK')	application/javascript	etag:%2227ee-5e8be7da5c740-gzip%22	https://visitmexico.com/wp-includes/js/dist/i18n.min.js?ver=ebee46757c6a411e38fd079a7ac71d94	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-includes/js/dist/i18n.min771a.js	(from https://visitmexico.com/)
16:36:55	1277/1277	---M-Z	200	added ('OK')	application/javascript	etag:%224fd-5e89b8a372d00-gzip%22	https://visitmexico.com/wp-content/plugins/wpzoom-portfolio/build/script.js?ver=f0806654071d159197fcf61cedea88b5	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/wpzoom-portfolio/build/scriptd22c.js	(from https://visitmexico.com/)
16:36:56	248080/248080	---MC-	200	added ('OK')	application/json	date:Sat,%2024%20Feb%202024%2021:32:07%20GMT	https://visitmexico.com/wp-json/	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-json/index.html	(from https://visitmexico.com/)
16:36:56	121307/121307	---MC-	200	added ('OK')	application/json	date:Sat,%2024%20Feb%202024%2021:32:07%20GMT	https://visitmexico.com/wp-json/wp/v2/pages/2418	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-json/wp/v2/pages/2418.json	(from https://visitmexico.com/)
16:36:57	805/805	---M-Z	200	added ('OK')	text/xml	date:Sat,%2024%20Feb%202024%2021:32:08%20GMT	https://visitmexico.com/xmlrpc.php?rsd	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/xmlrpc0db0.php	(from https://visitmexico.com/)
16:36:57	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-5e8be7da61560-gzip%22	https://visitmexico.com/wp-includes/wlwmanifest.xml	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-includes/wlwmanifest.xml	(from https://visitmexico.com/)
16:36:57	3007/3007	---M--	200	added ('OK')	application/json	date:Sat,%2024%20Feb%202024%2021:32:09%20GMT	https://visitmexico.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvisitmexico.com%2F	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-json/oembed/1.0/embededfd.json	(from https://visitmexico.com/)
16:36:58	3095/3095	---M-Z	200	added ('OK')	text/xml	date:Sat,%2024%20Feb%202024%2021:32:09%20GMT	https://visitmexico.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fvisitmexico.com%2F&format=xml	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-json/oembed/1.0/embed0bd5	(from https://visitmexico.com/)
16:36:58	956/956	---M--	200	added ('OK')	image/png	etag:%223bc-5e92632364600%22	https://visitmexico.com/wp-content/uploads/2022/09/favicon_visit_Mesa-de-trabajo-2.png	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/2022/09/favicon_visit_Mesa-de-trabajo-2.png	(from https://visitmexico.com/)
16:36:58	18126/18126	---M--	200	added ('OK')	image/png	etag:%2246ce-5ebdf67303440%22	https://visitmexico.com/wp-content/uploads/2022/09/Marca_Me%cc%81xico-1.png	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/2022/09/Marca_Me%cc%81xico-1.png	(from https://visitmexico.com/)
16:36:59	29401/29401	---M-Z	200	added ('OK')	text/css	etag:%2272d9-5e9632142a860-gzip%22	https://visitmexico.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://visitmexico.com/)
16:37:00	177257/177257	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2021:32:11%20GMT	https://visitmexico.com/estados	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/estados.html	(from https://visitmexico.com/)
16:37:02	173871/173871	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2021:32:13%20GMT	https://visitmexico.com/pueblos-magicos	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/pueblos-magicos.html	(from https://visitmexico.com/)
16:37:03	167828/167828	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2021:32:14%20GMT	https://visitmexico.com/eventos	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/eventos.html	(from https://visitmexico.com/)
16:37:04	92573/92573	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2021:32:15%20GMT	https://visitmexico.com/materiales-promocionales	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/materiales-promocionales.html	(from https://visitmexico.com/)
16:37:05	89949/89949	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2021:32:16%20GMT	https://visitmexico.com/blog	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/blog.html	(from https://visitmexico.com/)
16:37:08	589446/589446	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2021:32:18%20GMT	https://visitmexico.com/videos	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/videos.html	(from https://visitmexico.com/)
16:37:11	403057/403057	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Feb%202024%2021:32:22%20GMT	https://visitmexico.com/guias-turisticas	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/guias-turisticas.html	(from https://visitmexico.com/)
16:37:12	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:23%20GMT	https://visitmexico.sectur.gob.mx/wp-content/uploads/2022/09/search.png	C:/Users/Usuario/Desktop/proyecto2/visitmexico.sectur.gob.mx/wp-content/uploads/2022/09/search.3d.delayed	(from https://visitmexico.com/)
16:37:12	5084/5084	---M--	200	added ('OK')	image/png	etag:%2213dc-5e968e29772c0%22	https://visitmexico.com/wp-content/uploads/2022/09/search.png	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/2022/09/search.png	(from https://visitmexico.com/)
16:37:12	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:23%20GMT	https://visitmexico.sectur.gob.mx/wp-content/plugins/elementor-pro/assets/css/widget-theme-elements.min.css	C:/Users/Usuario/Desktop/proyecto2/visitmexico.sectur.gob.mx/wp-content/plugins/elementor-pro/assets/css/widget-theme-elements.min.css	(from https://visitmexico.com/)
16:37:12	11999/11999	---M-Z	200	added ('OK')	text/css	etag:%222edf-5e96321435440-gzip%22	https://visitmexico.com/wp-content/plugins/elementor-pro/assets/css/widget-theme-elements.min.css	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/elementor-pro/assets/css/widget-theme-elements.min.css	(from https://visitmexico.com/)
16:37:13	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:24%20GMT	http://visitmexico.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/revslider/public/assets/assets/dummy.41.delayed	(from https://visitmexico.com/)
16:37:13	68/68	---M--	200	added ('OK')	image/png	etag:%2244-5e871eca8fec0%22	https://visitmexico.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/plugins/revslider/public/assets/assets/dummy.png	(from https://visitmexico.com/)
16:37:13	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:24%20GMT	http://visitmexico.com/wp-content/uploads/revslider/video-media/TIANGUIS_Generico_16_9_H264_4_layer.jpeg	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/revslider/video-media/TIANGUIS_Generico_16_9_H264_4_layer.jpeg	(from https://visitmexico.com/)
16:37:14	28918/28918	---M--	200	added ('OK')	image/jpeg	etag:%2270f6-61053fbb103e0%22	https://visitmexico.com/wp-content/uploads/revslider/video-media/TIANGUIS_Generico_16_9_H264_4_layer.jpeg	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/revslider/video-media/TIANGUIS_Generico_16_9_H264_4_layer.jpg	(from https://visitmexico.com/)
16:37:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:26%20GMT	https://visitmexico.com/?page_id=5538	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/indexae24.html	(from https://visitmexico.com/)
16:37:15	555611/555611	---M--	200	added ('OK')	image/png	etag:%2287a5b-5e9263a23b140%22	https://visitmexico.com/wp-content/uploads/2022/09/collage2-1280x850px.png	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/2022/09/collage2-1280x850px.png	(from https://visitmexico.com/)
16:37:16	102820/102820	---M--	200	added ('OK')	image/png	etag:%22191a4-5e92629ed4d40%22	https://visitmexico.com/wp-content/uploads/2022/09/Catedral_de_Puebla_Me%cc%81xico_2013-10-11_DD_03.png	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/wp-content/uploads/2022/09/Catedral_de_Puebla_Me%cc%81xico_2013-10-11_DD_03.png	(from https://visitmexico.com/)
16:37:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:26%20GMT	https://visitmexico.com/?page_id=5539	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/index00b9.html	(from https://visitmexico.com/)
16:37:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:27%20GMT	https://visitmexico.com/?page_id=3539	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/index4dce.html	(from https://visitmexico.com/)
16:37:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:26%20GMT	https://visitmexico.com/?page_id=4696	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/index2e96.html	(from https://visitmexico.com/)
16:37:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:28%20GMT	https://visitmexico.com/?page_id=3514	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/index530b.html	(from https://visitmexico.com/)
16:37:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2024%20Feb%202024%2021:32:28%20GMT	https://visitmexico.com/u0022https:////visitmexico.sectur.gob.mx//wp-content//uploads//2022//09//CAM_calakmul28.jpg/u0022	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/u0022https_/visitmexico.sectur.gob.mx/wp-content/uploads/2022/09/CAM_calakmul28.jpg/u0022	(from https://visitmexico.com/)
16:37:18	75769/75769	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2024%20Feb%202024%2021:32:29%20GMT	https://visitmexico.com/u0022https:/visitmexico.sectur.gob.mx/wp-content/uploads/2022/09/CAM_calakmul28.jpg/u0022	C:/Users/Usuario/Desktop/proyecto2/visitmexico.com/u0022https_/visitmexico.sectur.gob.mx/wp-content/uploads/2022/09/CAM_calakmul28.jpg/u0022	(from https://visitmexico.com/)
